audio_id	sentence
220917-150047_nya_ddf_elicit_28	woperekera zakudya wovala zovala zamalonda wanyamula poto yodzaza ndi nyama yodzaza ndi msuzi komanso yokongoletsedwa ndi mandimu 
220917-150047_nya_ddf_elicit_29	wokwera njinga akudumpha panja ndi mtunda wa m mphepete mwa nyanja kuseri 
220917-150047_nya_ddf_elicit_30	mnyamata akukwawira mumsewu wa miyala mchimwene wake ndi bambo ake kumbuyo kwake 
220917-150047_nya_ddf_elicit_31	mwamuna ndi mkazi akuseka limodzi pakhomo loyera 
220917-150047_nya_ddf_elicit_32	mwamuna wina akuyang ana atatambasula manja ndi chala pamene wina akuyang ana kumbuyo kwake 
220917-150047_nya_ddf_elicit_33	bambo wina wovala zothina aima pa siteji atakwiya kwambiri 
220917-150047_nya_ddf_elicit_34	mwamuna waimirira ndi manja ake atatambasula ndipo chovala chotsegula chikuonetsa pachifuwa chake 
220917-150047_nya_ddf_elicit_35	katswiri wovala suti yoyera amayang ana chitsulo chotuwa cha square ndi chinthu chapakati 
220917-150047_nya_ddf_elicit_36	anthu awiri ovala zovala zobisala pachipale chofewa ndi agalu awiri 
220917-150047_nya_ddf_elicit_37	mayi akudzigwetsa pachikwama chodzaza ndi masamba obiriwira ozungulira 
220917-150047_nya_ddf_elicit_38	wojambula zithunzi amaima kumanzere kwa mtengo m munda akumayima anthu ena anayi kudzanja lamanja padzuwa 
220917-150047_nya_ddf_elicit_39	anthu angapo akhala pansi m sitima yapamadzi ndi mwamuna mmodzi akugona atavala magalasi adzuwa 
220917-150047_nya_ddf_elicit_40	mayi wovala zofiira ndi zodzikongoletsera zambiri zibangili ndi mikanda yokhala ndi nsalu yofiira ndi yagolide 
220917-150047_nya_ddf_elicit_41	wokwera njinga yamoto wovala zakuda ndi zasiliva akuyenda panjinga pamtunda wamchenga 
220917-150047_nya_ddf_elicit_42	mnyamata wina wovala malaya amizeremizere yotuwa ndi yoyera akuimba gitala 
220917-150047_nya_ddf_elicit_43	kamnyamata kakuomba thovu pamene kamtsikana kayimirira kumbuyo kwake muudzu 
220917-150047_nya_ddf_elicit_44	amuna atatu ataimirira m nkhalango pakati pa tsinde lowirira la mitengo ikuluikulu 
220917-150047_nya_ddf_elicit_45	mkazi wa malaya akuda ndi siketi yofiyira akulandira mphatso kuchokera kwa mwamuna wa malaya oyera pamene mtsikana wa sweti woyera akuyang ana mwachidwi zomwe mwamuna akupereka kwa mkaziyo ndipo mwachiwonekere ali paphwando 
220917-150047_nya_ddf_elicit_46	woyenda yekhayekha wa mawilo anayi atavala chisoti akuyenda m njira yafumbi 
220917-150047_nya_ddf_elicit_47	mtsikana wovala jekete yofiira wanyamula mwana wovala jekete yofiira pafupi ndi njinga yapinki yomwe ili ndi dengu loyera 
220917-150047_nya_ddf_elicit_48	mtsikana akumwetulira mu magalasi ndi mpango wa blue gray ndi mtsikana akumwetulira mujasi lakuda atatsamira paphewa 
220917-150047_nya_ddf_elicit_49	galu wakuda wovala bandana walalanje akugubuduza mpira wa buluu pamalo omwe ali ndi masamba akugwa 
220919-025536_nya_ddf_elicit_0	wokwera waulere akulendewera pamwala kwinaku akuwonedwa ndi mwamuna wovala t shirt yobiriwira 
220919-025536_nya_ddf_elicit_1	anthuwa omwe ali ndi mayunifolomu obiriwira ndi abuluu akuonera chinachake pakompyuta 
220919-025536_nya_ddf_elicit_2	wosambira atavala suti yonyowa mthupi lonse m nyanja yokhala ndi bolodi loyera 
220919-025536_nya_ddf_elicit_3	ogwira ntchito yoyeretsa omwe akugwira ntchito pa ngozi mumsewu 
220919-025536_nya_ddf_elicit_4	anthu awiri ovala zophimba malalanje akutsuka mumsewu ku zinyalala 
220919-025536_nya_ddf_elicit_5	ana angapo akusewera mu chipale chofewa pafupi ndi nyumba zomwe zili ndi mapiri kumbuyo 
220919-025536_nya_ddf_elicit_6	anthu awiri atavala mipango pankhope pawo wina ali ndi lipenga loomba 
220919-025536_nya_ddf_elicit_7	galuyo ali m chipale chofewa kutsogolo kwa mitengo ina 
220919-025536_nya_ddf_elicit_8	anthu akusonkhana mozungulira lole pamene mwamuna wina wovala sweti ya bulauni akupereka thumba lapulasitiki kwa mwamuna wina wovala juzi lakuda ndi kapu ya baseball 
220919-025536_nya_ddf_elicit_9	azimayi atatu akutenga zakudya zomwe anapatsidwa kwa bambo wina wovala jekete labuluu kumbuyo kwa lole 
220919-025536_nya_ddf_elicit_10	azibambo asanu akuthandiza kukweza galimoto pomwe amayi atatu akuwona 
220919-025536_nya_ddf_elicit_11	mbalame yofiirira yaimirira m mphepete kuti idye chinachake 
220919-025536_nya_ddf_elicit_12	anyamata anayi akusewera hockey m ma rollerkates atavala zida zotetezera zabuluu ndi zoyera 
220919-025536_nya_ddf_elicit_13	azimayi omwe amafanana akusewera pabwalo 
220919-025536_nya_ddf_elicit_14	osewera awiri a basketball atagona pansi pa bwalo la basketball pomwe osewera ena adawazungulira 
220919-025536_nya_ddf_elicit_15	wothamanga akuthamanga mumsewu wa mumzinda kudutsa chikwangwani chotsatsa cha samsung 
220919-025536_nya_ddf_elicit_16	bambo wina waima pasiteji kuseri kwa maikolofoni akuimba gitala 
220919-025536_nya_ddf_elicit_17	gulu la anthu achikulire asanu ndi limodzi oyenda m misewu amasonkhana mumsewu wafumbi kutsogolo kwa mitengo ingapo masana pamene mtsogoleri wawo akuyimirira kutsogolo atavala jekete yobiriwira akuloza chinachake chakutsogolo 
220919-025536_nya_ddf_elicit_18	azimayi atatu ovala mwaluso ndi mwamuna aimilira akukambirana 
220919-025536_nya_ddf_elicit_19	mkazi wa blond akuyankhula pa malo otchedwa holiday stars project kutsogolo kwa khoma la buluu lomwe limati university of illinois springfield 
220919-025536_nya_ddf_elicit_20	anthu ambiri akhala mozungulira matebulo angapo 
220919-025536_nya_ddf_elicit_21	mayi wina wokhala ndi ponytail ndi mkazi wina wa jekete labulauni apereka ndalama zoyendetsera chakudya 
220919-025536_nya_ddf_elicit_22	wosambira akuwuluka m mwamba paboardboard 
220919-025536_nya_ddf_elicit_23	wopalasa pamafunde ali yekhayekha kulumpha ndi mafunde pabwalo loyera losambira 
220919-025536_nya_ddf_elicit_24	mayi wina ndi mwana wake akuyesera kuluka chovala kuti atumize kunja ku india pogwiritsa ntchito nsalu yoluka 
220919-025536_nya_ddf_elicit_25	mnyamata watsitsi la blond wanyamula ndege ya chidole ali kutsogolo kwa chilombo chowoneka ngati chilombo chokongola 
220919-025536_nya_ddf_elicit_26	bambo wina atavala top yoyera ya tanki komanso jinzi akuvina ndi mayi yemwe wavala chubu top siketi yoyera yoyera komanso nsapato zakuda 
220919-025536_nya_ddf_elicit_27	bambo wina ali m bwalo lovinira akujambulitsa chithunzi ndi kuponya zikwangwani zamanja 
220919-025536_nya_ddf_elicit_28	mayi wablond akusewera ma bongo pomwe ena atatu akuyang ana 
220919-025536_nya_ddf_elicit_29	bambo wa masharubu ndi ndevu zabulauni wavala malaya amaluwa a lalanje ndi abuluu akuvina 
220919-025536_nya_ddf_elicit_30	mwamuna ndi mkazi akulankhula paphwando ndipo kumbuyo kwawo kuli khamu la anthu ndi nyali zofiirira ndi zabuluu 
220919-025536_nya_ddf_elicit_31	agalu atatu awiri abulauni ndi m modzi wakuda amathamanga pamafunde 
220919-025536_nya_ddf_elicit_32	galu wabulauni akudumphira pamwamba pa galu wamng ono woyera ndipo pansi pali mpira wokongola 
220919-025536_nya_ddf_elicit_33	mukhoza kuona magawo apansi a anyamata atatu atayima m mphepete mwa msewu ndi zingwe zopusa zopopera paliponse 
220919-025536_nya_ddf_elicit_34	mayi wovala magalasi ndi tsitsi lalifupi la blond wanyamula mwana wakhanda m chipinda chachipatala 
220919-025536_nya_ddf_elicit_35	mtsikana wonyezimira mu bikini yamaluwa akusambira m madzi akuda abuluu 
220919-025536_nya_ddf_elicit_36	winawake wovala thukuta lakuda ndi jinzi akudumphira mumlengalenga pagombe pomwe munthu wogwada atavala jinzi ndi jekete yakuda akutenga chithunzi 
220919-025536_nya_ddf_elicit_37	galu wakuda ndi woyera amathamangira ku kamera kuponya mthunzi wautali pa dothi 
220919-025536_nya_ddf_elicit_38	bambo wina wovala malaya alalanje waima pafupi ndi katsamba ka mphika m kati mwa nyumba 
220919-025536_nya_ddf_elicit_39	anthu angapo ovala malaya ndi ma jekete atanyamula moyandikana m sitolo yayikulu akudikirira pamzere 
220919-025536_nya_ddf_elicit_40	anthu angapo akutsamira m mbali mwa mlatho akuyang ana m madzimo 
220919-025536_nya_ddf_elicit_41	mwamuna ndi mkazi akuvina m kalabu yausiku ndipo akumwetulira 
220919-025536_nya_ddf_elicit_42	mwamuna wina wovala malaya a bulauni a american classics amatha kuwoneka kutsogolo akuyang anitsitsa maso ake ali pafupi ndi kalabu yausiku 
220919-025536_nya_ddf_elicit_43	akazi awiri pa phwando mmodzi wa akazi ali ndi tsitsi lofiira owala 
220919-025536_nya_ddf_elicit_44	mwamuna wa tsitsi lakuda akuyang ana mbale ya mavwende yomwe mkazi wa tsitsi lofiirira akugwira 
220919-025536_nya_ddf_elicit_45	gulu lalikulu la achinyamata likusangalala ku kalabu akuoneka ngati akuvina 
220919-025536_nya_ddf_elicit_46	mayi wina wovala malaya asiliva achitsulo cholimba ndi kujambula kumaso amakhala pafupi ndi mwamuna wovala jeans yakuda ndi mizere yobiriwira ya neon ndi tsitsi lakuda ku milomo yake m chipinda chokhala ndi maanja ena ndi zojambula zakuda pakhoma 
220919-025536_nya_ddf_elicit_47	mwana akutenga kena kake pa desiki lake m kalasi mwake mulibe kanthu 
220919-025536_nya_ddf_elicit_48	mnyamata wina wometa tsitsi la mtundu wa mohawk komanso kabudula wa ma surfer waima pa bolodi pagombe la nyanja 
220917-063641_nya_ddf_elicit_0	mwamuna ndi mkazi ali m chipinda chamdima ndi magetsi kumbuyo kwawo atanyamula zakumwa pamene kuwala kobiriwira kumawalira pankhope zawo 
220917-063641_nya_ddf_elicit_1	mwamuna wokhala ndi magalasi ndi mkazi wovala chipewa chakuda onse atavala malaya akuda achisanu 
220917-063641_nya_ddf_elicit_2	mwamuna ali ndi mkono mozungulira mkazi yemwe wanyamula chinthu chachitsulo kumaso kwake 
220917-063641_nya_ddf_elicit_3	bambo wina yemwe ali ndi gitala akuimbira kamtsikana komwe kankadwala pabedi lachipatala 
220917-063641_nya_ddf_elicit_4	mayi wina wadzimangirira chopukutira choyera akumwa madzi oyera mumtsuko atakhala kutsogolo kwa chitseko chomwe chili chotsegula pang ono 
220917-063641_nya_ddf_elicit_5	azimayi atatu aku asia oyenda pansi pamsewu wamzinda atapita ku starbucks nthawi ina 
220917-063641_nya_ddf_elicit_6	mayi wina atanyamula chikwama chogulira zinthu chabuluu komanso kachikwama kamwana kam manja atavala malaya amizeremizere abuluu ndi ofiira 
220917-063641_nya_ddf_elicit_7	mayi wowoneka waku asia atanyamula mwana atakhala pansi ndikumuyang ana 
220917-063641_nya_ddf_elicit_8	azimayi awiri a ku asia akhala patebulo akusangalala ndi zakudya zawo 
220917-063641_nya_ddf_elicit_9	azimayi awiri ovala malaya a nthawi yachisanu amayang ana khoma lomwe lili ndi mapepala 
220917-063641_nya_ddf_elicit_10	mtsikana wina wavala t shirt yoyera ndi manja ofiira winayo ali ndi mawu ake 
220917-063641_nya_ddf_elicit_11	kamnyamata ka malaya achikasu akuyang ana bukhu limene munthu wina wanyamula patsogolo pake 
220917-063641_nya_ddf_elicit_12	azimayi awiri mumthunzi amakhala pafupi ndi zenera la dzuwa akukambirana wina ndi mzake 
220917-063641_nya_ddf_elicit_13	gulu lalikulu la osewera mpira ovala ma jersey a buluu akuthamanga m bwalo 
220917-063641_nya_ddf_elicit_14	bambo wadazi wovala malaya amizeremizere ndi jinzi akuchoka pazithunzi za galimoto yofiyira ndi mwamuna wa blond atavala jekete ya lalanje ndi yakuda ndi jeans 
220917-063641_nya_ddf_elicit_15	mayi wina yemwe ali m bwalo lachigololo ali ndi mwana yemwe ali m gulu la toboggan nayenso 
220917-063641_nya_ddf_elicit_16	bambo wachikulire atavala nsonga ya thanki ndi mtsikana wamng ono atavala malaya amizeremizere aima pa sofa 
220917-063641_nya_ddf_elicit_17	bambo wina waimirira pa siteji n kuimitsa zowomba moto pambali pake 
220917-063641_nya_ddf_elicit_18	munthu wovala chipewa chosongoka akuyenda mumsewu atanyamula madengu ambiri 
220917-063641_nya_ddf_elicit_19	sitima yapansi panthaka yoyaka ndi magetsi ili pasiteshoni 
220917-063641_nya_ddf_elicit_20	mwana wamng ono wovala zovala zogona za buluu akuwonetsa zida zosiyanasiyana zamasewera ataima kutsogolo kwa mtengo wokongoletsedwa bwino atatsamira pa chipenera chamitundumitundu 
220917-063641_nya_ddf_elicit_21	munthu wovala malaya alalanje ali ndi dzanja m mwamba pamene ena amamuwona 
220917-063641_nya_ddf_elicit_22	mnyamata wamng ono mu chovala chakuda ndi choyera cha chipale chofewa akuvina ndi gulu la atsikana aang ono 
220917-063641_nya_ddf_elicit_23	goloboyi wina wa hockey yemwe wavala chikasu akuteteza chigolicho 
220917-063641_nya_ddf_elicit_24	hatchi yofiirira ndi yoyera imathamanga pamiyala 
220917-063641_nya_ddf_elicit_25	amuna atatu ovala zipewa amakhala pamoto pafupi ndi kanyumba akuwerenga usiku 
220917-063641_nya_ddf_elicit_26	mayi wina akuthira chakumwa cha carbonate m kapu yomwe ali ndi dzanja lotambasula la munthu wina 
220917-063641_nya_ddf_eli	
